locationId,location,parameter,value,unit,country,city,isMobile,isAnalysis,entity,sensorType,date_utc,lat,long
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-31T00:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T23:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T22:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T21:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T20:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T19:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T18:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T17:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T16:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T15:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T14:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T13:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T12:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T11:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,38.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T09:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T08:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T07:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T06:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T05:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,39.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T04:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,40.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T03:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,40.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T02:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,41.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T01:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,41.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-30T00:00:00+00:00,18.840732,98.96978
225669,"City Hall, Chiangmai",pm25,41.0,µg/m³,TH,,False,,Governmental Organization,reference grade,2023-01-29T23:00:00+00:00,18.840732,98.96978
