id,city,name,entity,country,sources,isMobile,isAnalysis,parameters,sensorType,coordinates,lastUpdated,firstUpdated,measurements,bounds,manufacturers
2379288,,Sahakorn 5,,TH,,False,,"[{'id': 19, 'unit': 'µg/m³', 'count': 44, 'average': 96.41919665866426, 'lastValue': 88.88511912027995, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 1538, 'average': 28.183571338653564, 'lastValue': 38.16235160827637, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-02-04T06:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 1538, 'average': 45.36559534072876, 'lastValue': 60.87336254119873, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-02-04T06:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 938, 'average': 26703.970784505207, 'lastValue': 10615.443522135416, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 882, 'average': 82.5235935052236, 'lastValue': 38.25892861684164, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 938, 'average': 49.486309369405106, 'lastValue': 21.60193459192912, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 882, 'average': 151.7164721806844, 'lastValue': 69.12291653951009, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 44, 'average': 190.8016357421875, 'lastValue': 155.60372034708658, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.857987, 'longitude': 99.261237}",2024-04-27T11:00:00+00:00,2024-02-04T06:00:00+00:00,6804,"[99.261237, 18.857987, 99.261237, 18.857987]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1753564,,แก้วสา,,TH,,False,,"[{'id': 19, 'unit': 'µg/m³', 'count': 877, 'average': 86.6196878751119, 'lastValue': 36.69672648111979, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 935, 'average': 54.13566835721333, 'lastValue': 28.245833079020183, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 935, 'average': 41495.62312825521, 'lastValue': 9712.068359375, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 921, 'average': 151.41190287272136, 'lastValue': 68.20029767354329, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 3601, 'average': 29.833333333333332, 'lastValue': 36.46741040547689, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-10-25T11:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 3601, 'average': 24.386666933695476, 'lastValue': 58.06755987803141, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-10-25T11:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 103.30992147657605, 'lastValue': 40.62098248799642, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.928286035684813, 'longitude': 98.94445179435797}",2024-04-27T11:00:00+00:00,2023-10-25T11:00:00+00:00,10915,"[98.94445179435797, 18.928286035684813, 98.94445179435797, 18.928286035684813]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
2807918,,ป่ากล้วย,,TH,,False,,"[{'id': 98, 'unit': '%', 'count': 98, 'average': 28.535565588209362, 'lastValue': 27.07232141494751, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-04-23T09:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 98, 'average': 36.889285829332145, 'lastValue': 36.66458320617676, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-04-23T09:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 98, 'average': 32.32078382703993, 'lastValue': 33.75773779551188, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-04-23T09:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 98, 'average': 8127.294135199653, 'lastValue': 8800.09814453125, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-04-23T09:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 98, 'average': 61.92743004692925, 'lastValue': 64.26428604125977, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-04-23T09:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 98, 'average': 49.82594256930881, 'lastValue': 51.73184458414713, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-04-23T09:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.935269692344082, 'longitude': 98.96733918346216}",2024-04-27T11:00:00+00:00,2024-04-23T09:00:00+00:00,588,"[98.96733918346216, 18.935269692344082, 98.96733918346216, 18.935269692344082]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1646752,,บ้านหมู,,TH,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 4259, 'average': 7.46666665871938, 'lastValue': 61.59761905670166, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-10-01T14:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 882, 'average': 53.45885407924653, 'lastValue': 39.597619692484535, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 882, 'average': 92.1970419883728, 'lastValue': 70.7407735188802, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 4259, 'average': 25.59166685740153, 'lastValue': 38.22723229726156, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-10-01T14:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 938, 'average': 22882.458821614582, 'lastValue': 10248.385498046875, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 45, 'average': 114.78973155551488, 'lastValue': 43.58154805501302, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 938, 'average': 51.34315514564514, 'lastValue': 26.30297629038493, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 62.2170139948527, 'lastValue': 26.616368929545086, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.932618966437307, 'longitude': 98.96445032014383}",2024-04-27T11:00:00+00:00,2023-10-01T14:00:00+00:00,12248,"[98.96445032014383, 18.932618966437307, 98.96445032014383, 18.932618966437307]","[{'modelName': 'N/A', 'manufacturerName': 'OpenAQ admin'}, {'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1753562,,บ้านร้องเกิด,,TH,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 44, 'average': 210.84360122680664, 'lastValue': 74.26086298624675, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 3720, 'average': 26.16374969482422, 'lastValue': 58.6212797164917, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-10-25T11:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 44, 'average': 109.35744031270345, 'lastValue': 41.05491065979004, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 882, 'average': 152.30125665664673, 'lastValue': 68.63749885559082, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 884, 'average': 86.38054317898221, 'lastValue': 36.997023582458496, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 3720, 'average': 28.821874618530273, 'lastValue': 35.66071446736654, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-10-25T11:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 938, 'average': 54.8793523311615, 'lastValue': 28.247023582458496, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 938, 'average': 38809.074055989586, 'lastValue': 9517.586344401041, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.92786395211318, 'longitude': 98.96541049234524}",2024-04-27T11:00:00+00:00,2023-10-25T11:00:00+00:00,11170,"[98.96541049234524, 18.92786395211318, 98.96541049234524, 18.92786395211318]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1753563,,ดวงดี,,TH,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 3699, 'average': 25.182499647140503, 'lastValue': 56.98392804463705, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-10-25T11:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 937, 'average': 54.12851357460022, 'lastValue': 28.647470156351726, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 3699, 'average': 29.197499752044678, 'lastValue': 35.82380962371826, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-10-25T11:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 937, 'average': 36576.35437011719, 'lastValue': 8700.377970377604, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 883, 'average': 76.1617037455241, 'lastValue': 34.8401788075765, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 44, 'average': 186.62815856933594, 'lastValue': 69.43516794840495, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 44, 'average': 96.72668647766113, 'lastValue': 35.45907719930013, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 883, 'average': 136.19432344436643, 'lastValue': 67.32619031270345, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.91977780483509, 'longitude': 98.95279736395602}",2024-04-27T11:00:00+00:00,2023-10-25T11:00:00+00:00,11126,"[98.95279736395602, 18.91977780483509, 98.95279736395602, 18.91977780483509]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1236024,,สันโป่ง,,TH,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 5875, 'average': 21.55353554089864, 'lastValue': 47.191152572631836, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 938, 'average': 52.68515618642171, 'lastValue': 36.162430127461754, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 945, 'average': 138.89166666666665, 'lastValue': 62.597222010294594, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 5875, 'average': 30.13895829518636, 'lastValue': 38.05062484741211, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 945, 'average': 84.3875, 'lastValue': 34.958333333333336, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 938, 'average': 40374.98612467448, 'lastValue': 8867.986083984375, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.9375111, 'longitude': 98.9566944}",2024-04-27T11:00:00+00:00,2023-07-15T13:00:00+00:00,15516,"[98.9566944, 18.9375111, 98.9566944, 18.9375111]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
2575375,,โรงเรียนของฉัน,,TH,,False,,"[{'id': 98, 'unit': '%', 'count': 854, 'average': 52.598015255398224, 'lastValue': 23.699851195017498, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-11T03:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 854, 'average': 34049.28493923612, 'lastValue': 11570.608642578125, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-11T03:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 854, 'average': 137.86602274576822, 'lastValue': 43.16994094848633, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-11T03:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 854, 'average': 240.37430148654516, 'lastValue': 67.49002901713054, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-03-11T03:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 854, 'average': 28.990922609965008, 'lastValue': 39.92291673024496, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-03-11T03:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 854, 'average': 255.9511901007758, 'lastValue': 74.50029754638672, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-11T03:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.941970789965023, 'longitude': 98.94292144786002}",2024-04-27T11:00:00+00:00,2024-03-11T03:00:00+00:00,5124,"[98.94292144786002, 18.941970789965023, 98.94292144786002, 18.941970789965023]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
2432814,, ไดมอนด์,,TH,,False,,"[{'id': 100, 'unit': 'c', 'count': 61, 'average': 28.31319419542948, 'lastValue': 28.947221914927166, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-03-11T03:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 68, 'average': 35.807638804117836, 'lastValue': 3.03819440305233, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-03-11T03:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-02-16T01:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 31, 'average': 31.199791542689006, 'lastValue': 1.2611111191411812, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-11T03:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 85, 'average': 41.17437529563904, 'lastValue': 47.79652786254883, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-03-11T03:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 85, 'average': 13824.223307291666, 'lastValue': 424.35416412353516, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-03-11T03:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 70, 'average': 56.13104147911072, 'lastValue': 3.287500028808912, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-11T03:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 44, 'average': 49.022453731960724, 'lastValue': 0.1083333371207118, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.941970789965023, 'longitude': 98.94292144786002}",2024-03-11T03:00:00+00:00,2024-02-16T01:00:00+00:00,444,"[98.94292144786002, 18.941970789965023, 98.94292144786002, 18.941970789965023]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
2041043,,"Mae Ann, Mae Rim, Chiang Mai",,TH,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 552, 'average': 201.4303831100464, 'lastValue': 66.48611132303874, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 554, 'average': 112.3971534093221, 'lastValue': 34.361805280049644, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 45, 'average': 157.17592663235132, 'lastValue': 75.52569516499837, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 81.4805556403266, 'lastValue': 41.30972226460775, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 610, 'average': 31096.97021484375, 'lastValue': 8668.493001302084, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 1862, 'average': 25.590277671813965, 'lastValue': 54.128472010294594, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-01-02T05:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 610, 'average': 32.37524950504303, 'lastValue': 25.9645832379659, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 1862, 'average': 24.630555788675945, 'lastValue': 37.026388804117836, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-01-02T05:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.96721, 'longitude': 98.893778}",2024-04-27T11:00:00+00:00,2024-01-02T05:00:00+00:00,6140,"[98.893778, 18.96721, 98.893778, 18.96721]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
