id,city,name,entity,country,sources,isMobile,isAnalysis,parameters,sensorType,coordinates,lastUpdated,firstUpdated,measurements,bounds,manufacturers
2429011,,The Mud House by CMG,,TH,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 118, 'average': 27.53333282470703, 'lastValue': 75.17946497599284, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-02-20T22:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-02-15T06:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 118, 'average': 26.46666717529297, 'lastValue': 23.811606884002686, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-02-20T22:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-02-15T06:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.7069018, 'longitude': 98.9153218}",2024-02-20T22:00:00+00:00,2024-02-15T06:00:00+00:00,236,"[98.9153218, 18.7069018, 98.9153218, 18.7069018]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
2169936,,Hang Dong / Sameong,,TH,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 818, 'average': 123.5399408976237, 'lastValue': 69.29032739003499, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 818, 'average': 66.96010395685832, 'lastValue': 36.73110103607178, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 1513, 'average': 16.66890468597412, 'lastValue': 59.33378028869629, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-01-31T10:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 1513, 'average': 31.244897842407227, 'lastValue': 36.669047355651855, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-01-31T10:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 872, 'average': 55.443130095799766, 'lastValue': 26.938988208770752, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 872, 'average': 22957.331380208332, 'lastValue': 9435.072957356771, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 44, 'average': 158.36135864257812, 'lastValue': 87.8360112508138, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 44, 'average': 80.31254980299207, 'lastValue': 48.3087797164917, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.719434, 'longitude': 98.930183}",2024-04-27T11:00:00+00:00,2024-01-31T10:00:00+00:00,6494,"[98.930183, 18.719434, 98.930183, 18.719434]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1861095,Chiang Mai Province,Wiang Subdistrict Disaster Prevention and Mitigation Center,,TH,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 2388, 'average': 10.7, 'lastValue': 57.5, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T10:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-11-20T05:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.804894, 'longitude': 98.900698}",2024-04-27T10:00:00+00:00,2023-11-20T05:00:00+00:00,2388,"[98.900698, 18.804894, 98.900698, 18.804894]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]"
225583,Chiang Mai,Mobile Air Quality Monitoring unit No.04,,TH,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 7820, 'average': 31.213427109974425, 'lastValue': 36.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2023-05-27T15:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 7820, 'average': 21.122506393861894, 'lastValue': 20.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2023-05-27T15:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.804718, 'longitude': 98.896851}",2023-05-27T15:00:00+00:00,2021-04-29T19:00:00+00:00,15640,"[98.896851, 18.804718, 98.896851, 18.804718]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]"
1935353,,Chiang Mai,,TH,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 599, 'average': 128.10630229314168, 'lastValue': 62.10892836252848, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 601, 'average': 65.51085551579793, 'lastValue': 31.20074399312337, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 657, 'average': 29859.400553385418, 'lastValue': 8302.453857421875, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 70.85486072964137, 'lastValue': 38.83526738484701, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 2455, 'average': 27.294841289520264, 'lastValue': 38.09434509277344, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-12-08T18:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 45, 'average': 151.7061008877224, 'lastValue': 76.83244069417317, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 657, 'average': 43.86272311210632, 'lastValue': 20.76026789347331, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 2455, 'average': 33.25555523236593, 'lastValue': 51.29151757558187, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-12-08T18:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.77435504104218, 'longitude': 98.98365627447588}",2024-04-27T11:00:00+00:00,2023-12-08T18:00:00+00:00,7514,"[98.98365627447588, 18.77435504104218, 98.98365627447588, 18.77435504104218]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
225579,Chiang Mai,Yupparaj Wittayalai School,,TH,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 13692, 'average': 33.14855390008764, 'lastValue': 26.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2023-06-02T02:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 12413, 'average': 0.001087730605010924, 'lastValue': 0.002, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2023-02-16T00:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 10966, 'average': 0.8319086266642381, 'lastValue': 0.51, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2023-02-16T00:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2021-09-21T17:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 17865, 'average': 19.60220847421049, 'lastValue': 65.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T10:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 7474, 'average': 8.549638747658556e-05, 'lastValue': 0.0, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2023-02-16T00:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-11-27T08:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.7909333, 'longitude': 98.99}",2024-04-27T10:00:00+00:00,2021-04-29T19:00:00+00:00,62410,"[98.99, 18.7909333, 98.99, 18.7909333]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]"
2174592,,Chiang moi,,TH,,False,,"[{'id': 19, 'unit': 'µg/m³', 'count': 884, 'average': 76.38131669362386, 'lastValue': 35.20074431101481, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 938, 'average': 38542.78308105469, 'lastValue': 9493.407633463541, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 44, 'average': 90.63432545132106, 'lastValue': 42.7066961924235, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 1594, 'average': 22.360714435577393, 'lastValue': 53.649999936421715, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2024-02-01T03:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 884, 'average': 126.53115339279175, 'lastValue': 64.55297660827637, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 1594, 'average': 24.84032742182414, 'lastValue': 38.21279780069987, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2024-02-01T03:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 44, 'average': 161.8099216885037, 'lastValue': 75.05461311340332, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-08T00:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 938, 'average': 43.14358878135681, 'lastValue': 20.613542079925537, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.78987, 'longitude': 98.99583}",2024-04-27T11:00:00+00:00,2024-02-01T03:00:00+00:00,6920,"[98.99583, 18.78987, 98.99583, 18.78987]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1235999,,NARIT ASTROPARK (Parking),,TH,,False,,"[{'id': 125, 'unit': 'particles/cm³', 'count': 938, 'average': 38126.30900065104, 'lastValue': 9387.666666666666, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 880, 'average': 111.50625, 'lastValue': 59.125, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 5725, 'average': 30.13300018310547, 'lastValue': 33.410693963368736, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-19T08:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 5881, 'average': 3.75, 'lastValue': 47.666666666666664, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 82.34722222222223, 'lastValue': 44.916666666666664, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 880, 'average': 64.53333333333333, 'lastValue': 33.291666666666664, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 45, 'average': 151.30555555555557, 'lastValue': 79.16666666666667, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 782, 'average': 41.89381925264995, 'lastValue': 55.02181764082475, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-19T08:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.85345541310349, 'longitude': 98.95760600870581}",2024-04-27T11:00:00+00:00,2023-07-15T13:00:00+00:00,15176,"[98.95760600870581, 18.85345541310349, 98.95760600870581, 18.85345541310349]","[{'modelName': 'N/A', 'manufacturerName': 'OpenAQ admin'}, {'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
1236014,,NARIT​-OPD,,TH,,False,,"[{'id': 19, 'unit': 'µg/m³', 'count': 878, 'average': 51.21458333333334, 'lastValue': 29.666666666666668, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 880, 'average': 93.14166666666667, 'lastValue': 57.166666666666664, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 45, 'average': 126.65277777777777, 'lastValue': 70.625, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 65.02777777777777, 'lastValue': 35.083333333333336, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 936, 'average': 33207.6875, 'lastValue': 7159.208333333333, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 5889, 'average': 31.40624984105428, 'lastValue': 39.09875011444092, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 936, 'average': 40.6164927482605, 'lastValue': 33.78166643778483, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 5889, 'average': 2.7916666666666665, 'lastValue': 46.375, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.85275424506312, 'longitude': 98.95834692689932}",2024-04-27T11:00:00+00:00,2023-07-15T13:00:00+00:00,15498,"[98.95834692689932, 18.85275424506312, 98.95834692689932, 18.85275424506312]","[{'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}, {'modelName': 'N/A', 'manufacturerName': 'OpenAQ admin'}]"
1236066,,NARIT ASTROPARK (Research building),,TH,,False,,"[{'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 77.16666666666667, 'lastValue': 40.875, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 45, 'average': 145.30555555555557, 'lastValue': 75.29166666666667, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 936, 'average': 38897.95833333333, 'lastValue': 8464.541666666666, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 5878, 'average': 56.75, 'lastValue': 49.458333333333336, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 936, 'average': 39.734687646230064, 'lastValue': 32.09500026702881, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 5878, 'average': 29.167916933695476, 'lastValue': 36.4120823542277, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 880, 'average': 62.224999999999994, 'lastValue': 32.208333333333336, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 880, 'average': 110.33125, 'lastValue': 61.541666666666664, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.851438300930976, 'longitude': 98.95771486398863}",2024-04-27T11:00:00+00:00,2023-07-15T13:00:00+00:00,15478,"[98.95771486398863, 18.851438300930976, 98.95771486398863, 18.851438300930976]","[{'modelName': 'N/A', 'manufacturerName': 'OpenAQ admin'}, {'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
225669,Chiang Mai,"City Hall, Chiangmai",,TH,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 6718, 'average': 0.002422596010717455, 'lastValue': 0.0, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2022-09-07T06:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 11408, 'average': 34.83318723702665, 'lastValue': 53.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2022-12-17T01:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 7034, 'average': 0.0004299118566960397, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2022-08-27T07:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 9189, 'average': 0.02138644030906537, 'lastValue': 0.0, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2022-09-07T06:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 17180, 'average': 23.6727245260216, 'lastValue': 71.9, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T10:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-04-29T19:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.840732, 'longitude': 98.96978}",2024-04-27T10:00:00+00:00,2021-04-29T19:00:00+00:00,51529,"[98.96978, 18.840732, 98.96978, 18.840732]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]"
1236022,,แม่กวง,,TH,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 866, 'average': 149.39128068288167, 'lastValue': 69.84136962890625, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 100, 'unit': 'c', 'count': 5695, 'average': 29.440277735392254, 'lastValue': 34.666666666666664, 'parameter': 'temperature', 'displayName': 'temperature c', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 100, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 45, 'average': 114.98189459906683, 'lastValue': 43.21755917867025, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 45, 'average': 214.7925588819716, 'lastValue': 74.8068453470866, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-03-09T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2024-03-07T23:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 5695, 'average': 26.459722359975178, 'lastValue': 60.279464403788246, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-07-15T13:00:00+00:00', 'manufacturers': None}, {'id': 19, 'unit': 'µg/m³', 'count': 866, 'average': 89.00890588760376, 'lastValue': 39.524404207865395, 'parameter': 'pm1', 'displayName': 'pm1 µg/m³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 19, 'firstUpdated': '2024-03-06T17:00:00+00:00', 'manufacturers': None}, {'id': 125, 'unit': 'particles/cm³', 'count': 922, 'average': 32513.79060872396, 'lastValue': 9921.409261067709, 'parameter': 'um003', 'displayName': 'um003 particles/cm³', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 125, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}, {'id': 98, 'unit': '%', 'count': 921, 'average': 56.13803307215373, 'lastValue': 35.168898582458496, 'parameter': 'relativehumidity', 'displayName': 'relativehumidity %', 'lastUpdated': '2024-04-27T11:00:00+00:00', 'parameterId': 98, 'firstUpdated': '2024-03-07T00:00:00+00:00', 'manufacturers': None}]",,"{'latitude': 18.8266136, 'longitude': 99.0523185}",2024-04-27T11:00:00+00:00,2023-07-15T13:00:00+00:00,15055,"[99.0523185, 18.8266136, 99.0523185, 18.8266136]","[{'modelName': 'N/A', 'manufacturerName': 'OpenAQ admin'}, {'modelName': 'AirGradient Sensor', 'manufacturerName': 'AirGradient'}]"
