measurement_id,row,col,aod_055,tile_id,aod_datetime
59974,761,918,-28672.0,h27v07,2021-06-14 06:50:00+00:00
60339,602,1035,-28672.0,h27v07,2021-06-14 06:50:00+00:00
60340,602,1035,-28672.0,h27v07,2021-06-14 06:50:00+00:00
60955,747,926,-28672.0,h27v07,2021-06-14 06:50:00+00:00
60956,747,926,-28672.0,h27v07,2021-06-14 06:50:00+00:00
61301,517,765,-28672.0,h27v07,2021-06-14 06:50:00+00:00
61302,517,765,-28672.0,h27v07,2021-06-14 06:50:00+00:00
61648,746,927,-28672.0,h27v07,2021-06-14 06:50:00+00:00
61649,746,927,-28672.0,h27v07,2021-06-14 06:50:00+00:00
62013,744,922,-28672.0,h27v07,2021-06-14 06:50:00+00:00
62014,744,922,-28672.0,h27v07,2021-06-14 06:50:00+00:00
62353,758,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
62354,758,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
62720,381,716,-28672.0,h27v07,2021-06-14 06:50:00+00:00
62721,381,716,-28672.0,h27v07,2021-06-14 06:50:00+00:00
63079,637,909,-28672.0,h27v07,2021-06-14 06:50:00+00:00
63080,637,909,-28672.0,h27v07,2021-06-14 06:50:00+00:00
63926,740,858,-28672.0,h27v07,2021-06-14 06:50:00+00:00
63927,740,858,-28672.0,h27v07,2021-06-14 06:50:00+00:00
64207,341,1139,-28672.0,h27v07,2021-06-14 06:50:00+00:00
64208,341,1139,-28672.0,h27v07,2021-06-14 06:50:00+00:00
64571,744,912,-28672.0,h27v07,2021-06-14 06:50:00+00:00
64572,744,912,-28672.0,h27v07,2021-06-14 06:50:00+00:00
64935,746,917,-28672.0,h27v07,2021-06-14 06:50:00+00:00
64936,746,917,-28672.0,h27v07,2021-06-14 06:50:00+00:00
65289,732,925,-28672.0,h27v07,2021-06-14 06:50:00+00:00
65290,732,925,-28672.0,h27v07,2021-06-14 06:50:00+00:00
65657,773,896,-28672.0,h27v07,2021-06-14 06:50:00+00:00
65658,773,896,-28672.0,h27v07,2021-06-14 06:50:00+00:00
66022,788,874,-28672.0,h27v07,2021-06-14 06:50:00+00:00
66023,788,874,-28672.0,h27v07,2021-06-14 06:50:00+00:00
66561,429,844,-28672.0,h27v07,2021-06-14 06:50:00+00:00
