measurement_id,row,col,aod_055,tile_id,aod_datetime
236321,79,404,-28672.0,h27v07,2021-10-24 08:05:00+00:00
236322,79,404,-28672.0,h27v07,2021-10-24 08:05:00+00:00
2976,75,344,-28672.0,h27v07,2023-09-29 07:00:00+00:00
2977,75,344,-28672.0,h27v07,2023-09-29 07:00:00+00:00
8743,137,437,-28672.0,h27v07,2023-09-29 07:00:00+00:00
8744,137,437,-28672.0,h27v07,2023-09-29 07:00:00+00:00
14544,206,535,-28672.0,h27v07,2023-09-29 07:00:00+00:00
14545,206,535,-28672.0,h27v07,2023-09-29 07:00:00+00:00
20323,137,437,-28672.0,h27v07,2023-09-29 07:00:00+00:00
20324,137,437,-28672.0,h27v07,2023-09-29 07:00:00+00:00
25978,140,450,-28672.0,h27v07,2023-09-29 07:00:00+00:00
25979,140,450,-28672.0,h27v07,2023-09-29 07:00:00+00:00
31757,127,432,-28672.0,h27v07,2023-09-29 07:00:00+00:00
31758,127,432,-28672.0,h27v07,2023-09-29 07:00:00+00:00
37136,72,397,-28672.0,h27v07,2023-09-29 07:00:00+00:00
37137,72,397,-28672.0,h27v07,2023-09-29 07:00:00+00:00
40914,124,425,-28672.0,h27v07,2023-09-29 07:00:00+00:00
40915,124,425,-28672.0,h27v07,2023-09-29 07:00:00+00:00
46720,137,437,-28672.0,h27v07,2023-09-29 07:00:00+00:00
46721,137,437,-28672.0,h27v07,2023-09-29 07:00:00+00:00
121073,206,538,-28672.0,h27v07,2023-09-29 07:00:00+00:00
121074,206,538,-28672.0,h27v07,2023-09-29 07:00:00+00:00
138776,145,445,-28672.0,h27v07,2023-09-29 07:00:00+00:00
138777,145,445,-28672.0,h27v07,2023-09-29 07:00:00+00:00
164233,83,295,-28672.0,h27v07,2023-09-29 07:00:00+00:00
164234,83,295,-28672.0,h27v07,2023-09-29 07:00:00+00:00
181512,171,466,-28672.0,h27v07,2023-09-29 07:00:00+00:00
181513,171,466,-28672.0,h27v07,2023-09-29 07:00:00+00:00
198545,139,440,-28672.0,h27v07,2023-09-29 07:00:00+00:00
198546,139,440,-28672.0,h27v07,2023-09-29 07:00:00+00:00
116705,206,538,-28672.0,h27v07,2022-08-21 07:05:00+00:00
116706,206,538,-28672.0,h27v07,2022-08-21 07:05:00+00:00
134422,145,445,-28672.0,h27v07,2022-08-21 07:05:00+00:00
134423,145,445,-28672.0,h27v07,2022-08-21 07:05:00+00:00
159859,83,295,-28672.0,h27v07,2022-08-21 07:05:00+00:00
159860,83,295,-28672.0,h27v07,2022-08-21 07:05:00+00:00
177233,171,466,-28672.0,h27v07,2022-08-21 07:05:00+00:00
177234,171,466,-28672.0,h27v07,2022-08-21 07:05:00+00:00
194193,139,440,-28672.0,h27v07,2022-08-21 07:05:00+00:00
194194,139,440,-28672.0,h27v07,2022-08-21 07:05:00+00:00
3304,75,344,-28672.0,h27v07,2023-09-14 06:20:00+00:00
3305,75,344,-28672.0,h27v07,2023-09-14 06:20:00+00:00
9071,137,437,-28672.0,h27v07,2023-09-14 06:20:00+00:00
9072,137,437,-28672.0,h27v07,2023-09-14 06:20:00+00:00
14870,206,535,-28672.0,h27v07,2023-09-14 06:20:00+00:00
14871,206,535,-28672.0,h27v07,2023-09-14 06:20:00+00:00
20651,137,437,-28672.0,h27v07,2023-09-14 06:20:00+00:00
20652,137,437,-28672.0,h27v07,2023-09-14 06:20:00+00:00
26304,140,450,-28672.0,h27v07,2023-09-14 06:20:00+00:00
26305,140,450,-28672.0,h27v07,2023-09-14 06:20:00+00:00
32085,127,432,-28672.0,h27v07,2023-09-14 06:20:00+00:00
32086,127,432,-28672.0,h27v07,2023-09-14 06:20:00+00:00
41242,124,425,-28672.0,h27v07,2023-09-14 06:20:00+00:00
47045,137,437,-28672.0,h27v07,2023-09-14 06:20:00+00:00
47046,137,437,-28672.0,h27v07,2023-09-14 06:20:00+00:00
121272,206,538,-28672.0,h27v07,2023-09-14 06:20:00+00:00
121273,206,538,-28672.0,h27v07,2023-09-14 06:20:00+00:00
138982,145,445,-28672.0,h27v07,2023-09-14 06:20:00+00:00
138983,145,445,-28672.0,h27v07,2023-09-14 06:20:00+00:00
164439,83,295,-28672.0,h27v07,2023-09-14 06:20:00+00:00
164440,83,295,-28672.0,h27v07,2023-09-14 06:20:00+00:00
181718,171,466,-28672.0,h27v07,2023-09-14 06:20:00+00:00
181719,171,466,-28672.0,h27v07,2023-09-14 06:20:00+00:00
198748,139,440,-28672.0,h27v07,2023-09-14 06:20:00+00:00
198749,139,440,-28672.0,h27v07,2023-09-14 06:20:00+00:00
120341,206,538,-28672.0,h27v07,2023-06-08 08:20:00+00:00
120342,206,538,-28672.0,h27v07,2023-06-08 08:20:00+00:00
138046,145,445,-28672.0,h27v07,2023-06-08 08:20:00+00:00
138047,145,445,-28672.0,h27v07,2023-06-08 08:20:00+00:00
163504,83,295,-28672.0,h27v07,2023-06-08 08:20:00+00:00
163505,83,295,-28672.0,h27v07,2023-06-08 08:20:00+00:00
180786,171,466,-28672.0,h27v07,2023-06-08 08:20:00+00:00
180787,171,466,-28672.0,h27v07,2023-06-08 08:20:00+00:00
197816,139,440,-28672.0,h27v07,2023-06-08 08:20:00+00:00
197817,139,440,-28672.0,h27v07,2023-06-08 08:20:00+00:00
1482,75,344,-28672.0,h27v07,2023-12-23 04:15:00+00:00
